,PMID,PMID_link,PMID_web,PMC,PMC_link,PMC_web
179,34981044,https://pubmed.ncbi.nlm.nih.gov/34981044/,True,PMC8722607,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8722607/,False
180,34981072,https://pubmed.ncbi.nlm.nih.gov/34981072/,True,PMC8722615,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8722615/,False
181,34997352,https://pubmed.ncbi.nlm.nih.gov/34997352/,True,PMC8741137,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8741137/,False
182,34999208,https://pubmed.ncbi.nlm.nih.gov/34999208/,True,PMC9092311,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9092311/,False
183,35016197,https://pubmed.ncbi.nlm.nih.gov/35016197/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
184,35018376,https://pubmed.ncbi.nlm.nih.gov/35018376/,True,PMC8750651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8750651/,False
185,35026152,https://pubmed.ncbi.nlm.nih.gov/35026152/,True,PMC8695127,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8695127/,False
186,35046573,https://pubmed.ncbi.nlm.nih.gov/35046573/,True,PMC8767531,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8767531/,False
187,35062015,https://pubmed.ncbi.nlm.nih.gov/35062015/,True,PMC8942849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8942849/,False
188,35062328,https://pubmed.ncbi.nlm.nih.gov/35062328/,True,PMC8777815,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8777815/,False
189,35063095,https://pubmed.ncbi.nlm.nih.gov/35063095/,True,PMC8830781,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8830781/,False
190,35073738,https://pubmed.ncbi.nlm.nih.gov/35073738/,True,PMC8787477,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8787477/,False
191,35081293,https://pubmed.ncbi.nlm.nih.gov/35081293/,True,PMC8820244,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8820244/,False
192,35081298,https://pubmed.ncbi.nlm.nih.gov/35081298/,True,PMC8809504,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8809504/,False
193,35090580,https://pubmed.ncbi.nlm.nih.gov/35090580/,True,PMC8733218,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8733218/,False
194,35090597,https://pubmed.ncbi.nlm.nih.gov/35090597/,True,PMC8747942,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8747942/,False
195,35115706,https://pubmed.ncbi.nlm.nih.gov/35115706/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
196,35118466,https://pubmed.ncbi.nlm.nih.gov/35118466/,True,PMC8811897,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8811897/,False
197,35139368,https://pubmed.ncbi.nlm.nih.gov/35139368/,True,PMC8801307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8801307/,False
198,35169795,https://pubmed.ncbi.nlm.nih.gov/35169795/,True,PMC8845417,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8845417/,False
199,35169806,https://pubmed.ncbi.nlm.nih.gov/35169806/,True,PMC8845421,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8845421/,False
200,35194616,https://pubmed.ncbi.nlm.nih.gov/35194616/,True,PMC8863160,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8863160/,False
201,35197972,https://pubmed.ncbi.nlm.nih.gov/35197972/,True,PMC8859986,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8859986/,False
202,35199825,https://pubmed.ncbi.nlm.nih.gov/35199825/,True,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC/,False
203,35241679,https://pubmed.ncbi.nlm.nih.gov/35241679/,True,PMC8894395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8894395/,False
